Longitude,Latitude,Country,Day of Access,Time of Access,Time Taken (ms),Browser Language,User Agent,Screen Width,Screen Height,Decision
54.434790685410896,34.77738602557373,Bangladesh,Sunday,11:23:00,3418,ar,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",2560,1440,Denied
41.14829332894806,37.28837176855501,UAE,Wednesday,04:12:00,1751,en-US,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,1366,768,Granted
54.266039086062776,24.37146939975378,Kiribati,Friday,07:22:00,1072,ar,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,1600,900,Denied
45.00042178137146,59.2278178571748,Liechtenstein,Wednesday,15:43:00,1629,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",1920,1080,Denied
55.889523759692345,46.27287361683594,Bhutan,Sunday,06:34:00,8427,ja,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3840,2160,Denied
45.74889478105945,52.92751407895436,UAE,Monday,16:14:00,8407,en-GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1600,900,Granted
37.11675740392658,26.749644129615998,Denmark,Monday,17:23:00,2336,pt-BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1366,768,Denied
57.26980397375939,28.89887426174175,North Macedonia (formerly Macedonia),Wednesday,00:00:00,2907,ja,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1366,768,Denied
59.16624074123905,34.56244610607894,Hungary,Monday,04:36:00,5090,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3840,2160,Denied
37.89227136797404,26.7125837617007,Palestine State,Sunday,07:41:00,8011,ar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1440,Denied
53.05909526548146,35.636161875634045,Portugal,Sunday,06:57:00,8035,de,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",3840,2160,Denied
40.33311393138681,54.71777307420545,Greece,Saturday,10:03:00,6933,zh-CN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3840,2160,Denied
58.55054970414528,40.744152125006536,Angola,Tuesday,08:06:00,9233,fr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,1920,1080,Denied
35.178084272596884,39.134713583736755,UAE,Friday,05:30:00,2422,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1600,900,Granted
52.114832535306576,33.76095737803731,Nigeria,Tuesday,06:03:00,6136,de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1440,Denied
42.443645506267515,47.91181085231463,North Macedonia (formerly Macedonia),Tuesday,15:54:00,1294,pt-BR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",2560,1440,Denied
58.32477410047164,58.65460229388959,Senegal,Tuesday,01:55:00,6694,ar,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",1366,768,Denied
52.69228802151464,55.41848584688812,UAE,Monday,03:21:00,5128,en-US,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",2560,1440,Granted
53.715633294255774,35.69564510900573,UAE,Wednesday,07:57:00,5297,es,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3200,1800,Granted
57.53064553176857,47.35768325347628,Sierra Leone,Sunday,09:12:00,4210,ru,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,1366,768,Denied
45.85571144028957,44.50644195539934,Morocco,Tuesday,04:16:00,9249,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3200,1800,Denied
31.58595396705379,56.7248338943497,UAE,Saturday,04:18:00,5978,ru,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",3200,1800,Denied
48.56715893701586,53.19250818604034,UAE,Tuesday,13:18:00,7832,ru,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",3200,1800,Granted
43.613152159716506,50.410991876088644,UAE,Wednesday,13:06:00,9391,en-GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,2560,1440,Granted
42.488599411432034,56.220718229688266,Sri Lanka,Monday,09:33:00,939,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3200,1800,Denied
33.33214269773517,38.8311442478927,Algeria,Wednesday,16:29:00,4467,es,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,1920,1080,Denied
43.60038332518233,31.374456632267503,Mauritius,Friday,01:01:00,6693,fr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",2560,1600,Denied
52.73622239217565,29.66772402407683,Estonia,Sunday,17:24:00,5576,ru,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",1600,900,Denied
38.01609884022052,37.999778740101036,UAE,Wednesday,07:00:00,4433,en-GB,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",2560,1440,Denied
47.226160754137084,52.03026941388074,Italy,Tuesday,22:11:00,4496,en-US,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,1920,1080,Denied
46.331997746631906,58.218938577319044,UAE,Wednesday,09:34:00,9258,de,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,1920,1080,Granted
58.56179093519198,21.75590432032363,UAE,Saturday,02:17:00,4847,pt-BR,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",3840,2160,Denied
50.56076541601481,39.857423229999796,Grenada,Sunday,00:19:00,2272,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1600,Denied
34.1176741792227,44.81243345479372,Colombia,Monday,17:07:00,2495,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",1600,900,Denied
33.650669901001415,23.49804276358047,Russia,Sunday,04:39:00,5666,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3840,2160,Denied
53.33424178375123,55.45292440015889,Lithuania,Thursday,11:17:00,7786,ja,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",1600,900,Denied
37.126386620865205,58.355361971508,Sweden,Friday,21:41:00,2809,de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",3840,2160,Denied
54.52786680929923,48.96592423899188,Cameroon,Monday,12:23:00,1552,ru,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",3200,1800,Denied
43.16324215898978,30.991125474484686,Monaco,Friday,08:49:00,4821,de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",1366,768,Denied
49.878982447945184,29.61028652785499,Jamaica,Saturday,16:43:00,4661,zh-CN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",3200,1800,Denied
45.82371949221889,46.873027776806246,Colombia,Saturday,07:59:00,7422,en-US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1920,1080,Denied
31.372580514047982,38.80351202727263,Latvia,Sunday,21:19:00,2685,en-US,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,3840,2160,Denied
31.335308779895964,52.70864750673297,Azerbaijan,Saturday,06:13:00,681,es,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1920,1080,Denied
59.23866139373695,21.50520664556527,Tajikistan,Thursday,08:22:00,9472,en-US,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1920,1080,Denied
30.397679001951545,48.09897160594984,UAE,Friday,16:33:00,6224,fr,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",3840,2160,Granted
45.16567895561623,35.87364083223969,Finland,Saturday,22:49:00,6964,pt-BR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",1600,900,Denied
57.522187549676275,46.53225456160122,UAE,Tuesday,04:37:00,9786,ja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3840,2160,Granted
41.66131544477676,46.30556280621991,UAE,Tuesday,00:46:00,4072,ja,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3200,1800,Granted
30.147622641188118,26.77517984481394,Belize,Monday,05:36:00,2851,pt-BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1600,Denied
41.82031923718147,52.07207510898388,China,Friday,08:51:00,7762,ja,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",2560,1600,Denied
48.96209576025864,37.08044798991915,Congo (Congo-Brazzaville),Wednesday,05:01:00,8449,en-GB,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",3840,2160,Denied
55.22299197052487,44.636053953161756,Fiji,Friday,00:40:00,6390,es,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1600,Denied
59.14218872112377,35.27495995414163,UAE,Sunday,04:06:00,5829,fr,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",1920,1080,Denied
57.935849409526405,53.539707328469504,Mozambique,Friday,13:44:00,9122,pt-BR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",1366,768,Denied
42.75422542730682,56.38065649260639,UAE,Monday,02:48:00,6146,de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",2560,1440,Denied
32.65906810493816,48.421739439301895,Turkmenistan,Thursday,21:37:00,9248,ja,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,2560,1600,Denied
52.34548192126422,51.51304178373729,UAE,Friday,21:21:00,3993,en-US,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,1366,768,Granted
36.641726355929364,43.72023373773362,UAE,Monday,02:08:00,9915,es,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",3840,2160,Granted
31.47551633237209,57.85787633593395,UAE,Wednesday,17:00:00,6779,es,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",3200,1800,Granted
53.08734786945104,52.03959290453004,UAE,Wednesday,11:35:00,5578,ar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",2560,1600,Granted
37.9127841099384,52.11461747004555,Hungary,Tuesday,19:40:00,5991,es,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,3200,1800,Denied
56.68451332516497,31.12567069400905,Palestine State,Monday,16:54:00,4410,zh-CN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1600,Denied
41.34428979658817,45.05563618385843,UAE,Friday,13:44:00,2129,de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1600,Granted
45.587007492877255,26.186784442117393,Albania,Thursday,03:19:00,6640,ru,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",2560,1440,Denied
39.42820803058807,20.634336543374573,Tunisia,Saturday,16:41:00,5320,en-GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1440,Denied
36.34471252642627,36.170207854354864,Guinea-Bissau,Tuesday,01:14:00,5598,de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1600,Denied
51.38239981855822,31.30915048760812,Iran,Tuesday,08:48:00,7527,zh-CN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1440,Denied
45.28183888971522,57.47403759626489,UAE,Friday,05:14:00,7117,es,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",1920,1080,Denied
40.56739902816324,31.174055245933996,UAE,Saturday,08:04:00,8610,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1366,768,Granted
47.739613742668496,52.19416603743137,UAE,Friday,19:32:00,8317,es,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1600,900,Denied
45.0664185900634,37.13779580805527,Mexico,Monday,18:51:00,9729,ar,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1600,900,Denied
57.498382303482714,27.410843884369413,UAE,Saturday,01:51:00,4701,zh-CN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",2560,1440,Denied
53.88151612640622,35.11172927812696,UAE,Tuesday,02:56:00,2388,fr,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,3840,2160,Granted
42.83560127569113,39.910182250220544,Mali,Wednesday,00:43:00,4873,de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1600,Denied
46.245024432007824,39.58862553402447,UAE,Wednesday,08:01:00,4475,fr,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,1366,768,Granted
52.73322857023718,58.96035554699523,UAE,Sunday,13:55:00,2800,ar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",2560,1600,Granted
39.57174128563567,45.859468085658406,Georgia,Tuesday,16:32:00,9477,es,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,1600,900,Denied
44.31976549779307,39.70444500203982,UAE,Sunday,15:27:00,2961,ru,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,3200,1800,Granted
54.360220794774925,46.91943250632047,UAE,Saturday,15:29:00,5516,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1600,900,Granted
49.950804752708066,22.125825318534545,UAE,Tuesday,11:26:00,2375,ru,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",1600,900,Granted
34.56472730952885,46.45617687112982,Cameroon,Sunday,13:19:00,3517,fr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",1920,1080,Denied
47.09708896450937,37.448842748037414,Togo,Sunday,00:33:00,716,pt-BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",1366,768,Denied
45.69926622971636,53.6489112461481,UAE,Wednesday,01:40:00,1879,de,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0,3840,2160,Granted
46.452106525795685,21.748809177613737,Serbia,Tuesday,05:53:00,7270,de,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",3840,2160,Denied
37.20232584996837,46.30770944599815,Costa Rica,Friday,08:40:00,6932,fr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1920,1080,Denied
49.234619367789705,57.06124785999394,Kiribati,Monday,09:33:00,7184,de,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1366,768,Denied
46.75238598818467,53.25945085561696,Brazil,Saturday,16:21:00,7850,en-US,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,1920,1080,Denied
45.186122313390726,48.22439462093179,UAE,Tuesday,00:15:00,7144,ja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1600,900,Denied
44.510544049752596,20.670112863296907,Belarus,Tuesday,04:39:00,4328,ja,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",3200,1800,Denied
49.64194420997052,20.474426284727848,Czechia (Czech Republic),Thursday,03:35:00,2527,de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",1600,900,Denied
53.57716300121078,23.41659143254969,Maldives,Tuesday,10:22:00,5682,ar,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",2560,1600,Denied
50.56642529733885,36.07966164880154,UAE,Monday,03:10:00,4852,ar,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,2560,1440,Granted
39.65611630557196,53.50652938991891,Netherlands,Monday,03:56:00,1529,pt-BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1366,768,Denied
38.22946554287538,56.074126591979216,UAE,Thursday,06:45:00,7426,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1920,1080,Granted
45.84358721981735,35.26517175170581,Cabo Verde,Thursday,06:13:00,769,en-US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.43",2560,1440,Denied
36.056742440247746,59.800251078158404,Guatemala,Tuesday,05:45:00,6808,es,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1440,Denied
48.00752820743226,59.350891549737085,Antigua and Barbuda,Wednesday,17:11:00,4426,fr,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",1366,768,Denied
33.6449178075101,50.14417237033423,UAE,Saturday,04:27:00,9120,ru,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",3200,1800,Denied
58.94564821229332,39.466833018765115,Japan,Wednesday,14:25:00,5091,fr,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,3840,2160,Denied
38.886554695868455,23.1879322202966,Saint Lucia,Wednesday,05:18:00,5237,ru,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1366,768,Denied
49.354494727406575,38.304280397213674,UAE,Wednesday,20:32:00,8468,ru,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",2560,1440,Granted
46.6335216962931,29.859546888205234,China,Tuesday,06:39:00,4294,de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",2560,1600,Denied
34.723090532469406,44.398099128067294,UAE,Tuesday,11:14:00,6471,de,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",1920,1080,Granted
33.7977197795665,49.970952915726706,Nauru,Tuesday,20:25:00,773,ru,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",3840,2160,Denied
42.08504324622929,23.629656636500982,Saint Lucia,Saturday,01:45:00,850,zh-CN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.3 OPR/53.0.2907.99",3840,2160,Denied
34.15755362581412,50.06656014255395,Guyana,Saturday,20:57:00,5003,en-GB,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",1600,900,Denied
58.00391781224834,52.029631012628144,Timor-Leste,Monday,12:39:00,736,fr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2560,1600,Denied
30.95424169905918,38.522182330355406,Albania,Tuesday,05:40:00,6684,ar,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",1600,900,Denied
56.661503465050714,20.522781954518546,Uzbekistan,Wednesday,21:42:00,1694,zh-CN,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; AS; rv:11.0) like Gecko,1920,1080,Denied
38.11822136998882,56.65786359659564,Belarus,Saturday,04:43:00,1266,ru,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,3200,1800,Denied
